order_id,customer_id,order_date,status
501,74,2024-01-04,Completed
502,253,2024-04-08,Completed
503,230,2024-02-08,Completed
504,7,2024-09-27,Completed
505,174,2024-10-11,Completed
506,141,2024-06-05,Completed
507,168,2024-03-15,Completed
508,170,2024-10-14,Cancelled
509,283,2024-05-09,Cancelled
510,122,2024-06-23,Cancelled
511,194,2024-03-24,Completed
512,5,2024-01-22,Completed
513,29,2024-01-27,Returned
514,165,2024-07-13,Completed
515,136,2024-12-02,Completed
516,145,2024-08-23,Completed
517,217,2024-04-01,Completed
518,132,2024-01-21,Returned
519,292,2024-10-29,Completed
520,70,2024-12-22,Completed
521,252,2024-03-24,Completed
522,275,2024-09-18,Completed
523,182,2024-05-26,Cancelled
524,167,2024-09-13,Completed
525,91,2024-02-27,Completed
526,202,2024-01-15,Returned
527,19,2024-06-10,Completed
528,39,2024-06-11,Completed
529,126,2024-11-15,Completed
530,173,2024-10-07,Completed
531,141,2024-10-06,Completed
532,242,2024-01-12,Completed
533,220,2024-09-30,Completed
534,126,2024-09-27,Completed
535,58,2024-07-26,Returned
536,148,2024-01-27,Completed
537,1,2024-03-12,Completed
538,190,2024-02-29,Completed
539,191,2024-05-24,Completed
540,117,2024-04-02,Completed
541,134,2024-11-04,Cancelled
542,58,2024-01-08,Returned
543,44,2024-03-19,Completed
544,173,2024-01-27,Returned
545,160,2024-06-22,Completed
546,173,2024-02-19,Completed
547,149,2024-07-17,Completed
548,80,2024-12-14,Cancelled
549,213,2024-06-29,Completed
550,203,2024-01-24,Completed
551,252,2024-11-11,Completed
552,229,2024-02-15,Completed
553,164,2024-01-15,Completed
554,227,2024-06-01,Cancelled
555,147,2024-08-09,Cancelled
556,20,2024-07-24,Completed
557,47,2024-09-29,Returned
558,233,2024-08-23,Completed
559,14,2024-12-05,Returned
560,143,2024-08-15,Completed
561,1,2024-01-09,Completed
562,54,2024-06-14,Completed
563,259,2024-11-14,Cancelled
564,144,2024-08-01,Completed
565,12,2024-04-26,Completed
566,224,2024-12-09,Completed
567,272,2024-03-12,Completed
568,156,2024-03-04,Completed
569,8,2024-07-23,Completed
570,122,2024-07-27,Cancelled
571,164,2024-03-12,Completed
572,90,2024-10-03,Completed
573,136,2024-09-30,Completed
574,186,2024-11-15,Cancelled
575,178,2024-12-03,Cancelled
576,28,2024-04-04,Completed
577,220,2024-06-14,Completed
578,41,2024-02-01,Completed
579,228,2024-01-11,Completed
580,192,2024-10-27,Cancelled
581,145,2024-08-04,Completed
582,201,2024-10-15,Completed
583,212,2024-04-11,Completed
584,220,2024-09-23,Cancelled
585,240,2024-08-01,Completed
586,46,2024-06-27,Completed
587,35,2024-03-28,Completed
588,253,2024-02-10,Cancelled
589,82,2024-03-16,Completed
590,256,2024-02-15,Completed
591,197,2024-06-08,Completed
592,10,2024-03-20,Completed
593,286,2024-11-05,Completed
594,242,2024-03-26,Completed
595,251,2024-04-01,Completed
596,5,2024-05-27,Completed
597,119,2024-06-09,Completed
598,289,2024-07-20,Cancelled
599,65,2024-08-29,Completed
600,146,2024-12-18,Returned
601,224,2024-01-02,Completed
602,239,2024-08-12,Completed
603,177,2024-10-15,Completed
604,267,2024-08-20,Completed
605,282,2024-03-17,Completed
606,63,2024-04-25,Completed
607,217,2024-06-02,Completed
608,283,2024-04-12,Cancelled
609,177,2024-07-12,Completed
610,98,2024-06-14,Cancelled
611,105,2024-12-24,Completed
612,99,2024-03-30,Completed
613,6,2024-06-22,Completed
614,197,2024-05-01,Completed
615,133,2024-05-22,Completed
616,259,2024-04-15,Completed
617,23,2024-10-31,Completed
618,53,2024-12-25,Completed
619,165,2024-11-12,Completed
620,202,2024-05-02,Returned
621,83,2024-01-09,Cancelled
622,145,2024-09-18,Completed
623,85,2024-03-13,Completed
624,78,2024-12-24,Completed
625,1,2024-08-10,Completed
626,51,2024-02-10,Returned
627,173,2024-07-22,Completed
628,205,2024-09-20,Completed
629,260,2024-11-23,Completed
630,288,2024-06-26,Completed
631,34,2024-12-13,Completed
632,95,2024-11-13,Cancelled
633,72,2024-03-24,Completed
634,39,2024-11-13,Completed
635,154,2024-04-20,Returned
636,250,2024-09-07,Completed
637,162,2024-01-07,Completed
638,118,2024-03-24,Completed
639,259,2024-07-26,Completed
640,268,2024-11-09,Returned
641,54,2024-01-22,Completed
642,236,2024-01-03,Cancelled
643,222,2024-05-06,Completed
644,251,2024-10-23,Returned
645,112,2024-07-06,Completed
646,255,2024-12-27,Cancelled
647,207,2024-01-14,Completed
648,229,2024-01-12,Returned
649,66,2024-03-27,Completed
650,75,2024-01-12,Completed
651,103,2024-01-25,Cancelled
652,192,2024-10-27,Completed
653,252,2024-08-30,Cancelled
654,226,2024-05-01,Completed
655,294,2024-05-26,Completed
656,98,2024-02-24,Completed
657,286,2024-08-25,Completed
658,249,2024-12-21,Completed
659,166,2024-06-21,Completed
660,30,2024-08-08,Completed
661,247,2024-04-28,Completed
662,106,2024-11-04,Completed
663,51,2024-07-01,Completed
664,81,2024-10-14,Completed
665,133,2024-11-02,Completed
666,285,2024-10-26,Completed
667,138,2024-03-22,Returned
668,184,2024-07-29,Cancelled
669,273,2024-05-29,Completed
670,69,2024-02-06,Completed
671,34,2024-12-17,Cancelled
672,262,2024-11-07,Completed
673,53,2024-12-26,Completed
674,205,2024-02-28,Completed
675,126,2024-05-10,Completed
676,235,2024-07-20,Completed
677,43,2024-08-30,Completed
678,240,2024-02-04,Returned
679,111,2024-04-02,Cancelled
680,249,2024-07-25,Completed
681,151,2024-12-18,Completed
682,183,2024-11-27,Cancelled
683,95,2024-10-31,Completed
684,8,2024-12-15,Completed
685,184,2024-07-31,Completed
686,281,2024-06-07,Returned
687,195,2024-01-24,Completed
688,195,2024-10-19,Cancelled
689,155,2024-01-04,Cancelled
690,93,2024-08-07,Completed
691,160,2024-12-29,Completed
692,61,2024-01-20,Completed
693,122,2024-05-31,Completed
694,51,2024-02-19,Completed
695,277,2024-06-25,Completed
696,5,2024-04-05,Completed
697,92,2024-04-14,Cancelled
698,170,2024-09-06,Completed
699,22,2024-04-26,Completed
700,1,2024-12-19,Completed
701,133,2024-08-15,Completed
702,233,2024-03-06,Completed
703,12,2024-11-30,Completed
704,46,2024-09-18,Completed
705,34,2024-10-21,Completed
706,78,2024-08-30,Completed
707,218,2024-07-04,Completed
708,73,2024-09-02,Completed
709,282,2024-05-04,Returned
710,249,2024-09-24,Completed
711,47,2024-05-10,Completed
712,121,2024-08-24,Completed
713,214,2024-01-18,Completed
714,239,2024-02-09,Completed
715,56,2024-01-21,Completed
716,107,2024-08-12,Completed
717,48,2024-12-20,Completed
718,61,2024-10-08,Completed
719,26,2024-01-08,Completed
720,292,2024-04-09,Completed
721,257,2024-08-27,Returned
722,8,2024-03-27,Completed
723,113,2024-10-24,Completed
724,253,2024-01-14,Completed
725,180,2024-11-29,Completed
726,207,2024-01-02,Completed
727,127,2024-10-19,Completed
728,56,2024-11-20,Completed
729,214,2024-02-10,Completed
730,14,2024-11-13,Completed
731,28,2024-11-11,Completed
732,78,2024-04-20,Completed
733,216,2024-01-14,Completed
734,154,2024-08-18,Completed
735,14,2024-03-24,Cancelled
736,187,2024-05-09,Completed
737,7,2024-08-18,Completed
738,3,2024-11-21,Completed
739,111,2024-05-24,Returned
740,238,2024-12-10,Completed
741,239,2024-01-28,Completed
742,274,2024-03-06,Completed
743,294,2024-06-11,Completed
744,227,2024-08-16,Completed
745,15,2024-09-17,Completed
746,192,2024-06-12,Cancelled
747,119,2024-10-27,Completed
748,28,2024-10-29,Completed
749,202,2024-10-13,Returned
750,39,2024-01-10,Completed
751,273,2024-07-13,Completed
752,231,2024-04-27,Completed
753,86,2024-09-26,Completed
754,126,2024-03-20,Completed
755,300,2024-04-02,Returned
756,25,2024-09-22,Completed
757,145,2024-11-27,Completed
758,13,2024-12-15,Completed
759,212,2024-12-26,Cancelled
760,25,2024-09-13,Returned
761,68,2024-05-12,Cancelled
762,67,2024-10-02,Completed
763,233,2024-09-20,Completed
764,109,2024-06-19,Completed
765,146,2024-01-01,Completed
766,111,2024-11-08,Completed
767,228,2024-03-04,Completed
768,111,2024-10-10,Completed
769,34,2024-04-30,Completed
770,111,2024-04-16,Completed
771,264,2024-06-23,Completed
772,236,2024-07-22,Completed
773,83,2024-06-13,Completed
774,42,2024-10-31,Completed
775,101,2024-04-29,Completed
776,6,2024-02-13,Completed
777,180,2024-11-07,Completed
778,282,2024-06-04,Completed
779,226,2024-07-25,Returned
780,229,2024-04-17,Completed
781,289,2024-09-07,Completed
782,150,2024-11-29,Completed
783,277,2024-05-09,Completed
784,198,2024-10-19,Completed
785,70,2024-01-20,Completed
786,112,2024-10-08,Returned
787,4,2024-10-11,Completed
788,95,2024-01-01,Cancelled
789,152,2024-04-28,Completed
790,137,2024-02-04,Completed
791,247,2024-07-16,Returned
792,243,2024-09-01,Completed
793,31,2024-02-28,Completed
794,40,2024-11-20,Completed
795,229,2024-06-09,Completed
796,36,2024-06-27,Completed
797,223,2024-07-24,Completed
798,6,2024-01-12,Completed
799,220,2024-10-02,Completed
800,75,2024-06-29,Completed
801,4,2024-08-29,Completed
802,134,2024-08-03,Completed
803,118,2024-09-07,Completed
804,94,2024-10-25,Completed
805,62,2024-05-05,Completed
806,194,2024-08-04,Cancelled
807,203,2024-11-01,Completed
808,26,2024-10-11,Completed
809,173,2024-07-03,Completed
810,300,2024-02-08,Completed
811,133,2024-08-10,Completed
812,118,2024-07-02,Completed
813,275,2024-06-26,Completed
814,212,2024-10-20,Completed
815,225,2024-12-05,Cancelled
816,20,2024-05-30,Cancelled
817,113,2024-05-05,Returned
818,140,2024-10-27,Completed
819,47,2024-11-03,Completed
820,1,2024-12-01,Completed
821,90,2024-08-21,Completed
822,142,2024-01-08,Completed
823,38,2024-12-06,Completed
824,293,2024-05-08,Completed
825,139,2024-09-20,Completed
826,259,2024-06-05,Completed
827,161,2024-12-17,Completed
828,178,2024-12-23,Completed
829,10,2024-01-05,Cancelled
830,261,2024-03-26,Completed
831,138,2024-06-23,Completed
832,172,2024-10-16,Completed
833,13,2024-07-11,Completed
834,168,2024-11-06,Completed
835,130,2024-04-28,Completed
836,84,2024-08-05,Completed
837,101,2024-04-23,Completed
838,273,2024-05-24,Completed
839,265,2024-01-26,Completed
840,38,2024-05-15,Completed
841,94,2024-10-29,Completed
842,95,2024-08-19,Completed
843,69,2024-03-16,Returned
844,236,2024-11-23,Completed
845,137,2024-12-10,Completed
846,76,2024-10-28,Completed
847,35,2024-10-15,Completed
848,1,2024-01-01,Completed
849,296,2024-05-26,Completed
850,60,2024-10-13,Returned
851,267,2024-05-21,Completed
852,229,2024-02-22,Completed
853,270,2024-10-30,Completed
854,286,2024-03-09,Completed
855,291,2024-12-26,Completed
856,213,2024-03-30,Completed
857,165,2024-08-07,Completed
858,5,2024-07-10,Completed
859,78,2024-03-03,Completed
860,62,2024-03-13,Returned
861,132,2024-06-09,Completed
862,89,2024-06-17,Returned
863,237,2024-03-29,Completed
864,42,2024-06-24,Cancelled
865,89,2024-09-25,Completed
866,296,2024-03-13,Cancelled
867,295,2024-09-01,Returned
868,104,2024-03-17,Completed
869,14,2024-06-07,Returned
870,288,2024-11-19,Completed
871,179,2024-04-07,Completed
872,125,2024-04-11,Completed
873,23,2024-05-11,Completed
874,63,2024-04-11,Completed
875,143,2024-01-19,Completed
876,153,2024-03-22,Completed
877,145,2024-10-05,Completed
878,225,2024-12-04,Cancelled
879,104,2024-12-30,Completed
880,104,2024-11-26,Completed
881,39,2024-05-08,Completed
882,198,2024-12-09,Completed
883,134,2024-11-05,Completed
884,67,2024-03-29,Completed
885,179,2024-07-31,Completed
886,42,2024-05-22,Returned
887,15,2024-03-05,Completed
888,111,2024-03-16,Completed
889,157,2024-07-17,Completed
890,289,2024-05-22,Completed
891,231,2024-11-11,Completed
892,157,2024-04-02,Completed
893,38,2024-10-31,Completed
894,97,2024-08-11,Completed
895,289,2024-10-17,Returned
896,254,2024-04-11,Cancelled
897,196,2024-09-23,Completed
898,86,2024-12-20,Completed
899,10,2024-04-19,Completed
900,5,2024-11-25,Completed
901,123,2024-09-21,Completed
902,118,2024-01-03,Completed
903,294,2024-03-25,Completed
904,159,2024-10-08,Completed
905,228,2024-11-23,Completed
906,216,2024-10-30,Returned
907,184,2024-04-26,Returned
908,15,2024-08-08,Completed
909,157,2024-06-02,Completed
910,136,2024-06-01,Cancelled
911,261,2024-01-12,Completed
912,157,2024-05-12,Completed
913,47,2024-10-30,Completed
914,173,2024-10-19,Completed
915,130,2024-10-26,Completed
916,95,2024-08-15,Cancelled
917,115,2024-09-27,Returned
918,243,2024-02-12,Completed
919,292,2024-12-08,Completed
920,282,2024-11-21,Returned
921,299,2024-10-28,Completed
922,283,2024-12-29,Cancelled
923,69,2024-01-21,Completed
924,148,2024-04-16,Completed
925,11,2024-12-01,Completed
926,254,2024-10-29,Completed
927,38,2024-04-26,Completed
928,134,2024-05-03,Completed
929,200,2024-10-07,Completed
930,23,2024-10-18,Completed
931,218,2024-07-21,Completed
932,141,2024-02-20,Cancelled
933,104,2024-09-27,Returned
934,210,2024-11-19,Completed
935,111,2024-10-03,Cancelled
936,104,2024-05-20,Completed
937,171,2024-10-01,Completed
938,133,2024-10-16,Returned
939,293,2024-11-29,Completed
940,127,2024-02-21,Completed
941,106,2024-01-27,Cancelled
942,92,2024-06-05,Completed
943,287,2024-08-26,Cancelled
944,51,2024-06-04,Cancelled
945,29,2024-10-17,Completed
946,296,2024-05-15,Cancelled
947,297,2024-05-23,Completed
948,214,2024-04-15,Completed
949,267,2024-06-06,Completed
950,257,2024-05-25,Returned
951,101,2024-01-02,Completed
952,110,2024-03-17,Completed
953,182,2024-05-11,Completed
954,1,2024-03-30,Completed
955,55,2024-12-10,Completed
956,149,2024-12-15,Completed
957,137,2024-09-19,Completed
958,202,2024-12-16,Completed
959,117,2024-04-17,Cancelled
960,154,2024-03-14,Completed
961,291,2024-02-08,Completed
962,63,2024-06-07,Returned
963,244,2024-03-11,Completed
964,25,2024-11-07,Returned
965,90,2024-08-28,Completed
966,75,2024-10-24,Cancelled
967,294,2024-02-05,Completed
968,210,2024-03-24,Completed
969,17,2024-09-19,Completed
970,128,2024-11-05,Cancelled
971,251,2024-06-20,Completed
972,179,2024-06-21,Completed
973,182,2024-12-27,Completed
974,152,2024-02-16,Completed
975,25,2024-05-20,Completed
976,180,2024-04-27,Completed
977,198,2024-10-03,Cancelled
978,161,2024-08-01,Completed
979,177,2024-08-07,Completed
980,285,2024-01-26,Completed
981,63,2024-01-09,Completed
982,150,2024-09-27,Completed
983,154,2024-01-10,Completed
984,156,2024-04-30,Completed
985,49,2024-05-04,Completed
986,84,2024-06-18,Completed
987,177,2024-03-12,Cancelled
988,148,2024-05-31,Returned
989,118,2024-07-26,Completed
990,63,2024-02-18,Returned
991,189,2024-06-02,Completed
992,49,2024-12-12,Completed
993,257,2024-10-19,Completed
994,224,2024-03-08,Completed
995,141,2024-02-19,Completed
996,215,2024-05-31,Completed
997,211,2024-01-19,Completed
998,32,2024-04-09,Completed
999,158,2024-02-29,Completed
1000,285,2024-06-15,Completed
